TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2018,11,30,22,0,BUTE ST / DAVIE ST,West End,490301.4017,5458792.162
Theft of Bicycle,2018,5,5,20,1,BUTE ST / ROBSON ST,West End,490767.2446,5459254.598
Theft of Bicycle,2018,6,28,21,20,BUTE ST / W GEORGIA ST,West End,490885.845,5459383.659
Theft of Bicycle,2018,5,6,21,0,CAMBIE ST / ROBSON ST,Central Business District,491638.2791,5458390.14
Theft of Bicycle,2018,4,10,22,3,CAMBIE ST / SW MARINE DR,Marpole,491461.7771,5450810.06
Theft of Bicycle,2018,8,25,11,0,CAMBIE ST / SW MARINE DR,Marpole,491461.7771,5450810.06
Theft of Bicycle,2018,5,13,14,0,CAMBIE ST / W 10TH AVE,Fairview,491634.8868,5456614.881
Theft of Bicycle,2018,5,25,0,0,CAMBIE ST / W 10TH AVE,Fairview,491634.8868,5456614.881
Theft of Bicycle,2018,9,11,7,0,CAMBIE ST / W 19TH AVE,Riley Park,491616.1229,5455697.065
Theft of Bicycle,2018,5,16,15,21,CAMBIE ST / W 49TH AVE,Oakridge,491506.6601,5452595.297
Theft of Bicycle,2018,8,10,20,0,CAMBIE ST / W 7TH AVE,Fairview,491643.103,5456918.364
Theft of Bicycle,2018,8,16,18,0,CAMBIE ST / W 7TH AVE,Fairview,491643.103,5456918.364
Theft of Bicycle,2018,7,23,17,50,CAMBIE ST / W 8TH AVE,Fairview,491641.6548,5456817.782
Theft of Bicycle,2018,3,11,15,30,CAMBIE ST / W BROADWAY AVE,Fairview,491638.4264,5456722.384
Theft of Bicycle,2018,7,23,9,0,CAMBIE ST / W BROADWAY AVE,Fairview,491638.4264,5456722.384
Theft of Bicycle,2018,10,1,12,0,CAMBIE ST / W BROADWAY AVE,Fairview,491638.4264,5456722.384
Theft of Bicycle,2018,9,26,9,30,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft of Bicycle,2018,4,22,9,0,CAMBIE ST / W KING EDWARD AVE,South Cambie,491594.3705,5455134.48
Theft of Bicycle,2018,10,9,11,30,CAMBRIDGE ST / N TEMPLETON DR,Grandview-Woodland,495659.5859,5459320.675
Theft of Bicycle,2018,11,5,20,30,CARDERO ST / DAVIE ST,West End,489915.3257,5459172.717
Theft of Bicycle,2018,6,11,18,0,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft of Bicycle,2018,8,11,4,23,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft of Bicycle,2018,7,30,19,55,CARRALL ST / E HASTINGS ST,Central Business District,492412.3483,5458751.987
Theft of Bicycle,2018,9,13,12,2,CARRALL ST / E HASTINGS ST,Central Business District,492412.3483,5458751.987
Theft of Bicycle,2018,10,27,17,10,CARRALL ST / E HASTINGS ST,Central Business District,492412.3483,5458751.987
Theft of Bicycle,2018,9,29,18,50,CARRALL ST / E PENDER ST,Central Business District,492408.4365,5458642.8
Theft of Bicycle,2018,10,3,15,45,CARRALL ST / E PENDER ST,Central Business District,492408.4365,5458642.8
Theft of Bicycle,2018,8,9,16,0,CARRALL ST / KEEFER PL,Central Business District,492401.9923,5458502.081
Theft of Bicycle,2018,7,24,16,15,CARRALL ST / KEEFER ST,Central Business District,492401.9923,5458502.081
Theft of Bicycle,2018,10,19,23,0,CARRALL ST / W HASTINGS ST,Central Business District,492412.3483,5458751.987
Theft of Bicycle,2018,4,24,18,0,CARRALL ST / WATER ST,Central Business District,492420.2298,5458974.166
Theft of Bicycle,2018,8,12,12,0,CARTWRIGHT ST / OLD BRIDGE ST,Fairview,490167.7578,5457492.089
Theft of Bicycle,2018,7,31,20,0,CHESTNUT ST / W 1ST AVE,Kitsilano,489349.8503,5457557.168
Theft of Bicycle,2018,12,7,18,0,CLARK DR / E 6TH AVE,Strathcona,494366.7516,5456937.592
Theft of Bicycle,2018,8,25,2,0,CLARK DR / E HASTINGS ST,Strathcona,494392.5324,5458735.129
Theft of Bicycle,2018,6,23,15,30,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft of Bicycle,2018,5,1,17,0,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft of Bicycle,2018,6,5,15,30,COMMERCIAL DR / E 10TH AVE,Kensington-Cedar Cottage,494920.3383,5456517.151
Theft of Bicycle,2018,7,31,9,0,COMMERCIAL DR / E 16TH AVE,Kensington-Cedar Cottage,494919.3776,5455957.587
Theft of Bicycle,2018,5,12,19,30,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3198,5457427.472
Theft of Bicycle,2018,7,4,18,45,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3198,5457427.472
Theft of Bicycle,2018,1,14,20,45,COMMERCIAL DR / E 6TH AVE,Grandview-Woodland,494926.136,5456926.387
Theft of Bicycle,2018,5,16,2,32,COMMERCIAL DR / E 6TH AVE,Grandview-Woodland,494926.136,5456926.387
Theft of Bicycle,2018,5,5,7,20,COMMERCIAL DR / E BROADWAY AVE,Kensington-Cedar Cottage,494921.9034,5456620.428
Theft of Bicycle,2018,6,2,12,15,COMMERCIAL DR / GRANT ST,Grandview-Woodland,494935.1183,5457625.997
Theft of Bicycle,2018,8,16,1,8,COMMERCIAL DR / GRAVELEY ST,Grandview-Woodland,494933.312,5457528.935
Theft of Bicycle,2018,6,16,18,30,COMOX ST / DENMAN ST,West End,489841.3547,5459556.382
Theft of Bicycle,2018,8,16,19,10,COMOX ST / DENMAN ST,West End,489841.3547,5459556.382
Theft of Bicycle,2018,5,20,0,13,COOK ST / W 1ST AVE,Mount Pleasant,491940.4984,5457449.129
Theft of Bicycle,2018,1,25,21,15,CORNWALL AVE / CYPRESS ST,Kitsilano,489248.1276,5457756.851
Theft of Bicycle,2018,8,6,12,0,CORNWALL AVE / VINE ST,Kitsilano,488553.1634,5457774.563
Theft of Bicycle,2018,7,17,17,0,CORNWALL AVE / YEW ST,Kitsilano,488726.3977,5457770.036
Theft of Bicycle,2018,8,1,21,0,CORNWALL AVE / YEW ST,Kitsilano,488726.3977,5457770.036
Theft of Bicycle,2018,7,31,21,45,CYPRESS ST / W 1ST AVE,Kitsilano,489242.7157,5457559.9
Theft of Bicycle,2018,4,19,19,35,CYPRESS ST / W 4TH AVE,Kitsilano,489234.7387,5457264.323
Theft of Bicycle,2018,4,26,23,0,CYPRESS ST / W 4TH AVE,Kitsilano,489234.7387,5457264.323
Theft of Bicycle,2018,7,22,1,0,CYPRESS ST / W BROADWAY AVE,Kitsilano,489221.8563,5456785.992
Theft of Bicycle,2018,7,24,23,30,CYPRESS ST / W BROADWAY AVE,Kitsilano,489221.8563,5456785.992
Theft of Bicycle,2018,8,31,17,45,CYPRESS ST / W BROADWAY AVE,Kitsilano,489221.8563,5456785.992
Theft of Bicycle,2018,7,28,20,45,DAVIE ST / DENMAN ST,West End,489686.5485,5459400.708
Theft of Bicycle,2018,8,2,18,0,DAVIE ST / DENMAN ST,West End,489686.5485,5459400.708
Theft of Bicycle,2018,5,1,9,0,DAVIE ST / GRANVILLE ST,Central Business District,490821.3138,5458274.146
Theft of Bicycle,2018,8,23,15,39,DAVIE ST / GRANVILLE ST,Central Business District,490821.3138,5458274.146
Theft of Bicycle,2018,6,15,2,0,DAVIE ST / HAMILTON ST,Central Business District,491077.4706,5458019.944
Theft of Bicycle,2018,9,19,22,0,DAVIE ST / HOMER ST,Central Business District,491033.2549,5458061.683
Theft of Bicycle,2018,7,16,2,35,DAVIE ST / HORNBY ST,Central Business District,490680.2603,5458413.503
Theft of Bicycle,2018,5,6,16,0,DAVIE ST / JERVIS ST,West End,490187.8748,5458904.012
Theft of Bicycle,2018,2,11,13,0,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.465
Theft of Bicycle,2018,7,12,15,38,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.465
Theft of Bicycle,2018,7,13,23,0,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.465
Theft of Bicycle,2018,1,24,7,30,DENMAN ST / ROBSON ST,West End,490148.8817,5459867.803
Theft of Bicycle,2018,7,21,20,0,DENMAN ST / ROBSON ST,West End,490148.8817,5459867.803
Theft of Bicycle,2018,5,23,17,25,DRAKE ST / GRANVILLE ST,Central Business District,490706.9061,5458156.82
Theft of Bicycle,2018,9,30,17,0,DUNBAR ST / W 4TH AVE,Kitsilano,486640.7147,5457330.055
Theft of Bicycle,2018,5,6,11,10,DUNDAS ST / N TEMPLETON DR,Grandview-Woodland,495657.7466,5459118.768
Theft of Bicycle,2018,3,20,9,45,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5949,5458993.226
Theft of Bicycle,2018,5,16,17,30,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5949,5458993.226
Theft of Bicycle,2018,6,16,12,15,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5949,5458993.226
Theft of Bicycle,2018,7,18,21,30,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5949,5458993.226
Theft of Bicycle,2018,8,5,2,0,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5949,5458993.226
Theft of Bicycle,2018,8,10,15,15,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5949,5458993.226
Theft of Bicycle,2018,8,23,7,30,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5949,5458993.226
Theft of Bicycle,2018,8,25,20,0,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5949,5458993.226
Theft of Bicycle,2018,11,6,9,55,DUNSMUIR ST / HAMILTON ST,Central Business District,491817.3263,5458710.309
Theft of Bicycle,2018,9,29,20,0,DUNSMUIR ST / HOMER ST,Central Business District,491747.0364,5458780.886
Theft of Bicycle,2018,7,6,6,30,DUNSMUIR ST / HORNBY ST,Central Business District,491393.3974,5459134.04
Theft of Bicycle,2018,8,16,13,30,DUNSMUIR ST / HORNBY ST,Central Business District,491393.3974,5459134.04
Theft of Bicycle,2018,6,21,9,0,DUNSMUIR ST / HOWE ST,Central Business District,491464.146,5459064.748
Theft of Bicycle,2018,7,1,14,40,DUNSMUIR ST / HOWE ST,Central Business District,491464.146,5459064.748
Theft of Bicycle,2018,8,14,17,0,DUNSMUIR ST / HOWE ST,Central Business District,491464.146,5459064.748
Theft of Bicycle,2018,8,3,22,30,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.884,5458852.298
Theft of Bicycle,2018,1,19,9,50,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.5141,5458920.982
Theft of Bicycle,2018,5,19,11,1,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.5141,5458920.982
Theft of Bicycle,2018,9,3,14,45,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.5141,5458920.982
Theft of Bicycle,2018,9,25,2,45,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.5141,5458920.982
Theft of Bicycle,2018,10,10,7,40,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.5141,5458920.982
Theft of Bicycle,2018,12,31,21,0,E 11TH AVE / GLEN DR,Mount Pleasant,494075.4762,5456424.626
Theft of Bicycle,2018,7,4,15,0,E 11TH AVE / MAIN ST,Mount Pleasant,492641.3082,5456488.408
Theft of Bicycle,2018,9,12,7,55,E 11TH AVE / MAIN ST,Mount Pleasant,492641.3082,5456488.408
Theft of Bicycle,2018,7,18,19,0,E 13TH AVE / MAIN ST,Mount Pleasant,492643.1159,5456287.446
Theft of Bicycle,2018,7,7,23,59,E 14TH AVE / MAIN ST,Mount Pleasant,492641.3355,5456186.172
Theft of Bicycle,2018,9,5,16,45,E 14TH AVE / MAIN ST,Mount Pleasant,492641.3355,5456186.172
Theft of Bicycle,2018,1,3,20,0,E 19TH AVE / FRASER ST,Riley Park,493453.4843,5455665.757
Theft of Bicycle,2018,10,2,20,0,E 1ST AVE / ONTARIO ST,Mount Pleasant,492388.7274,5457494.523
Theft of Bicycle,2018,11,12,15,40,E 23RD AVE / MAIN ST,Riley Park,492648.7701,5455280.568
Theft of Bicycle,2018,11,12,16,0,E 26TH AVE / MAIN ST,Riley Park,492639.5002,5454982.933
Theft of Bicycle,2018,9,12,19,0,E 2ND AVE / MAIN ST,Mount Pleasant,492668.0702,5457370.525
Theft of Bicycle,2018,7,16,17,0,E 2ND AVE / QUEBEC ST,Mount Pleasant,492527.6434,5457382.686
Theft of Bicycle,2018,7,16,21,0,E 2ND AVE / QUEBEC ST,Mount Pleasant,492527.6434,5457382.686
Theft of Bicycle,2018,7,28,21,0,E 2ND AVE / QUEBEC ST,Mount Pleasant,492527.6434,5457382.686
Theft of Bicycle,2018,9,17,12,50,E 3RD AVE / MAIN ST,Mount Pleasant,492665.2132,5457279.217
Theft of Bicycle,2018,12,31,12,0,E 3RD AVE / QUEBEC ST,Mount Pleasant,492524.8337,5457280.661
Theft of Bicycle,2018,4,19,7,45,E 49TH AVE / TYNE ST,Killarney,497650.3752,5452428.944
Theft of Bicycle,2018,9,18,15,30,E 54TH AVE / VICTORIA DR,Victoria-Fraserview,495203.3619,5451944.431
Theft of Bicycle,2018,11,17,10,30,E 5TH AVE / ONTARIO ST,Mount Pleasant,492379.0121,5457086.954
Theft of Bicycle,2018,8,22,13,51,E 6TH AVE / KEITH DR,Strathcona,494223.2339,5456940.476
Theft of Bicycle,2018,6,19,21,30,E 6TH AVE / SCOTIA ST,Mount Pleasant,492807.9575,5456971.638
Theft of Bicycle,2018,5,29,12,0,E 7TH AVE / MAIN ST,Mount Pleasant,492652.2311,5456870.088
Theft of Bicycle,2018,12,3,16,0,E 7TH AVE / MAIN ST,Mount Pleasant,492652.2311,5456870.088
Theft of Bicycle,2018,5,10,9,0,E 8TH AVE / QUEBEC ST,Mount Pleasant,492511.161,5456779.43
Theft of Bicycle,2018,5,13,9,30,E BROADWAY AVE / MAIN ST,Mount Pleasant,492648.2568,5456688.497
Theft of Bicycle,2018,12,12,12,50,E CORDOVA ST / GORE AVE,Strathcona,492902.2756,5458837.771
Theft of Bicycle,2018,6,19,19,59,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.525
Theft of Bicycle,2018,7,15,0,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.525
Theft of Bicycle,2018,10,12,17,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.525
Theft of Bicycle,2018,11,12,0,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.525
Theft of Bicycle,2018,6,25,20,30,E HASTINGS ST / KAMLOOPS ST,Hastings-Sunrise,496030.2701,5458713.925
Theft of Bicycle,2018,11,13,4,0,E HASTINGS ST / LAKEWOOD DR,Grandview-Woodland,495513.4366,5458715.323
Theft of Bicycle,2018,1,11,13,40,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.383
Theft of Bicycle,2018,8,10,12,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.383
Theft of Bicycle,2018,8,2,11,54,E HASTINGS ST / MCLEAN DR,Grandview-Woodland,494609.4774,5458731.132
Theft of Bicycle,2018,10,8,14,0,E HASTINGS ST / NANAIMO ST,Grandview-Woodland,495887.5447,5458714.274
Theft of Bicycle,2018,5,24,0,0,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797.3881,5458712.213
Theft of Bicycle,2018,9,28,18,45,E PENDER ST / GORE AVE,Strathcona,492922.9609,5458624.696
Theft of Bicycle,2018,7,20,22,0,E PENDER ST / MAIN ST,Strathcona,492748.7552,5458629.982
Theft of Bicycle,2018,8,24,23,49,E PENDER ST / MAIN ST,Strathcona,492748.7552,5458629.982
Theft of Bicycle,2018,8,8,15,50,EAST BLVD / W 42ND AVE,Kerrisdale,488714.0008,5453436.355
Theft of Bicycle,2018,8,31,19,31,FIR ST / W 4TH AVE,Fairview,489751.5174,5457249.952
Theft of Bicycle,2018,9,7,1,16,FIR ST / W 4TH AVE,Fairview,489751.5174,5457249.952
Theft of Bicycle,2018,7,7,12,0,FIR ST / W 7TH AVE,Fairview,489740.2382,5456967.311
Theft of Bicycle,2018,6,1,20,0,FIR ST / W BROADWAY AVE,Fairview,489739.4853,5456770.784
Theft of Bicycle,2018,7,3,23,0,FRASER ST / FRASER ST,Sunset,493353.7855,5450359.507
Theft of Bicycle,2018,9,20,10,0,GLEN DR / PARKER ST,Strathcona,494078.4365,5458119.572
Theft of Bicycle,2018,10,2,16,41,GORE AVE / KEEFER ST,Strathcona,492931.226,5458524.61
Theft of Bicycle,2018,5,16,14,30,GORE AVE / POWELL ST,Strathcona,492893.5328,5458938.382
Theft of Bicycle,2018,7,27,8,53,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8716,5458390.317
Theft of Bicycle,2018,6,23,2,0,GRANVILLE ST / NELSON ST,Central Business District,491050.9499,5458506.949
Theft of Bicycle,2018,8,22,12,20,GRANVILLE ST / ROBSON ST,Central Business District,491285.8784,5458741.842
Theft of Bicycle,2018,11,9,19,0,GRANVILLE ST / W 6TH AVE,Fairview,489926.1468,5457055.991
Theft of Bicycle,2018,10,15,13,30,GRANVILLE ST / W BROADWAY AVE,Fairview,489918.7797,5456767.696
Theft of Bicycle,2018,4,8,10,0,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2273,5458864.938
Theft of Bicycle,2018,5,3,16,0,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2273,5458864.938
Theft of Bicycle,2018,6,16,17,30,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2273,5458864.938
Theft of Bicycle,2018,4,19,14,30,GRANVILLE ST / W HASTINGS ST,Central Business District,491720.6978,5459179.652
Theft of Bicycle,2018,6,22,11,0,GRANVILLE ST / W HASTINGS ST,Central Business District,491720.6978,5459179.652
Theft of Bicycle,2018,9,11,8,30,GRANVILLE ST / W PENDER ST,Central Business District,491647.8257,5459106.333
Theft of Bicycle,2018,12,12,14,0,HAMILTON ST / HELMCKEN ST,Central Business District,491193.7642,5458136.898
Theft of Bicycle,2018,1,26,13,5,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.376
Theft of Bicycle,2018,7,4,16,5,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.376
Theft of Bicycle,2018,7,5,13,30,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.376
Theft of Bicycle,2018,8,5,15,20,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.376
Theft of Bicycle,2018,8,14,20,0,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.376
Theft of Bicycle,2018,10,22,17,0,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.376
Theft of Bicycle,2018,9,15,11,0,HAMILTON ST / W GEORGIA ST,Central Business District,491689.9639,5458582.121
Theft of Bicycle,2018,9,1,10,45,HEATHER ST / W BROADWAY AVE,Fairview,491276.9102,5456732.59
Theft of Bicycle,2018,9,4,10,0,HEATHER ST / W BROADWAY AVE,Fairview,491276.9102,5456732.59
Theft of Bicycle,2018,6,25,13,30,HELMCKEN ST / HOWE ST,Central Business District,490862.9336,5458462.146
Theft of Bicycle,2018,11,6,8,30,HELMCKEN ST / HOWE ST,Central Business District,490862.9336,5458462.146
Theft of Bicycle,2018,12,12,18,0,HIGHBURY ST / W 18TH AVE,Dunbar-Southlands,486318.8555,5455985.756
Theft of Bicycle,2018,7,20,12,0,HOMER ST / ROBSON ST,Central Business District,491498.8753,5458530.83
Theft of Bicycle,2018,9,5,9,55,HORNBY ST / NELSON ST,Central Business District,490909.8511,5458649.924
Theft of Bicycle,2018,8,8,21,15,HORNBY ST / SMITHE ST,Central Business District,491027.1656,5458765.116
Theft of Bicycle,2018,8,11,11,0,HORNBY ST / SMITHE ST,Central Business District,491027.1656,5458765.116
Theft of Bicycle,2018,7,19,11,0,HORNBY ST / W HASTINGS ST,Central Business District,491576.8378,5459323.636
Theft of Bicycle,2018,8,27,15,30,HORNBY ST / W HASTINGS ST,Central Business District,491576.8378,5459323.636
Theft of Bicycle,2018,8,7,10,30,HORNBY ST / W PENDER ST,Central Business District,491501.3279,5459246.933
Theft of Bicycle,2018,8,14,14,0,HOWE ST / ROBSON ST,Central Business District,491211.4749,5458814.39
Theft of Bicycle,2018,5,7,9,0,HOWE ST / SMITHE ST,Central Business District,491095.1705,5458699.548
Theft of Bicycle,2018,8,13,22,0,HOWE ST / W GEORGIA ST,Central Business District,491334.3345,5458937.86
Theft of Bicycle,2018,7,9,14,48,HOWE ST / W PENDER ST,Central Business District,491575.303,5459176.004
Theft of Bicycle,2018,8,14,0,40,JOYCE ST / JOYCE STATION LOOP,Renfrew-Collingwood,497696.0014,5453963.857
Theft of Bicycle,2018,2,14,22,0,KEEFER ST / MAIN ST,Strathcona,492745.8373,5458530.066
Theft of Bicycle,2018,4,24,7,0,KEEFER ST / MAIN ST,Strathcona,492745.8373,5458530.066
Theft of Bicycle,2018,7,9,11,50,KEEFER ST / MAIN ST,Strathcona,492745.8373,5458530.066
Theft of Bicycle,2018,12,31,1,0,KINGSWAY AVE / MAIN ST,Mount Pleasant,492652.2311,5456870.088
Theft of Bicycle,2018,10,14,22,40,KINGSWAY AVE / NANAIMO ST,Renfrew-Collingwood,495769.332,5454345.567
Theft of Bicycle,2018,2,25,15,0,KINGSWAY AVE / ST CATHERINES ST,Kensington-Cedar Cottage,493768.3295,5455778.886
Theft of Bicycle,2018,5,9,16,30,LAUREL ST / W 12TH AVE,Fairview,490872.801,5456434.568
Theft of Bicycle,2018,9,13,8,0,LAUREL ST / W 12TH AVE,Fairview,490872.801,5456434.568
Theft of Bicycle,2018,6,6,14,0,LAUREL ST / W BROADWAY AVE,Fairview,490965.4176,5456741.286
Theft of Bicycle,2018,4,19,13,0,MACDONALD ST / W 4TH AVE,Kitsilano,487757.8752,5457304.721
Theft of Bicycle,2018,9,15,21,54,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4979,5456826.614
Theft of Bicycle,2018,6,30,0,0,MAIN ST / NATIONAL AVE,Central Business District,492726.4871,5458024.673
Theft of Bicycle,2018,3,10,21,0,MAIN ST / PRIOR ST,Central Business District,492731.4661,5458227.744
Theft of Bicycle,2018,5,13,20,45,MAIN ST / PRIOR ST,Central Business District,492731.4661,5458227.744
Theft of Bicycle,2018,11,6,19,15,MAIN ST / PRIOR ST,Central Business District,492731.4661,5458227.744
Theft of Bicycle,2018,8,2,23,0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.2454,5457784.585
Theft of Bicycle,2018,8,7,0,4,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.2454,5457784.585
Theft of Bicycle,2018,11,2,14,50,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.2454,5457784.585
Theft of Bicycle,2018,7,5,19,0,MAIN ST / UNION ST,Central Business District,492733.6621,5458331.798
Theft of Bicycle,2018,8,1,22,10,MAIN ST / UNION ST,Central Business District,492733.6621,5458331.798
Theft of Bicycle,2018,12,13,14,30,MAIN ST / UNION ST,Central Business District,492733.6621,5458331.798
Theft of Bicycle,2018,5,5,20,0,MAINLAND ST / NELSON ST,Central Business District,491346.2927,5458214.849
Theft of Bicycle,2018,9,18,19,0,MANITOBA ST / W 1ST AVE,Mount Pleasant,492242.3692,5457496.42
Theft of Bicycle,2018,3,10,14,30,MANITOBA ST / W 2ND AVE,Mount Pleasant,492243.1365,5457396.247
Theft of Bicycle,2018,8,11,19,0,MANITOBA ST / W BROADWAY AVE,Mount Pleasant,492227.2923,5456703.839
Theft of Bicycle,2018,7,25,18,0,MAPLE ST / W 2ND AVE,Kitsilano,489062.3618,5457466.895
Theft of Bicycle,2018,6,23,23,10,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1288,5456790.784
Theft of Bicycle,2018,8,13,13,0,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1288,5456790.784
Theft of Bicycle,2018,8,15,17,45,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1288,5456790.784
Theft of Bicycle,2018,11,9,15,0,MARSTRAND AVE / VINE ST,Kitsilano,488527.0754,5456646.666
Theft of Bicycle,2018,8,18,23,0,MCGILL ST / N NANAIMO ST,Hastings-Sunrise,495887.5673,5459518.692
Theft of Bicycle,2018,7,6,22,30,MONTCALM ST / W 70TH AVE,Marpole,490085.2158,5450650.155
Theft of Bicycle,2018,6,15,18,0,ONTARIO ST / W 1ST AVE,Mount Pleasant,492388.7274,5457494.523
Theft of Bicycle,2018,3,4,0,0,ONTARIO ST / W 4TH AVE,Mount Pleasant,492381.6348,5457184.581
Theft of Bicycle,2018,2,9,14,0,ONTARIO ST / W 7TH AVE,Mount Pleasant,492373.8565,5456884.386
Theft of Bicycle,2018,8,9,11,9,ONTARIO ST / WALTER HARDWICK AVE,Mount Pleasant,492390.6799,5457576.256
Theft of Bicycle,2018,5,3,1,0,PACIFIC BLVD / QUEBEC ST,Central Business District,492526.2515,5458182.773
Theft of Bicycle,2018,8,3,10,20,PINE ST / W 4TH AVE,Fairview,489579.2909,5457254.744
Theft of Bicycle,2018,6,10,21,0,PINE ST / W 7TH AVE,Fairview,489572.8324,5456971.516
Theft of Bicycle,2018,9,1,19,0,PINE ST / W BROADWAY AVE,Fairview,489565.7987,5456776.436
Theft of Bicycle,2018,7,1,0,0,POWELL ST / VICTORIA DR,Grandview-Woodland,495235.8598,5459122.253
Theft of Bicycle,2018,2,19,8,50,RICHARDS ST / W HASTINGS ST,Central Business District,491861.3846,5459038.698
Theft of Bicycle,2018,9,5,6,0,RICHARDS ST / W HASTINGS ST,Central Business District,491861.3846,5459038.698
Theft of Bicycle,2018,2,19,20,47,RICHARDS ST / W PENDER ST,Central Business District,491791.7547,5458968.753
Theft of Bicycle,2018,6,16,14,0,ROBSON ST / THURLOW ST,West End,490920.4236,5459101.606
Theft of Bicycle,2018,5,3,18,15,SALT ST / W 1ST AVE,Mount Pleasant,492281.7659,5457508.57
Theft of Bicycle,2018,3,20,13,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.0155,5458550.531
Theft of Bicycle,2018,7,16,19,0,SEYMOUR ST / W CORDOVA ST,Central Business District,491865.6971,5459181.014
Theft of Bicycle,2018,11,12,17,4,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.6327,5458792.372
Theft of Bicycle,2018,9,12,9,30,STATION ST / TERMINAL AVE,Strathcona,492825.734,5457754.59
Theft of Bicycle,2018,7,17,23,40,TAYLOR ST / W PENDER ST,Central Business District,492319.9982,5458667.077
Theft of Bicycle,2018,7,31,23,0,TAYLOR ST / W PENDER ST,Central Business District,492319.9982,5458667.077
Theft of Bicycle,2018,7,1,21,0,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6734,5456821.681
Theft of Bicycle,2018,7,18,11,0,VINE ST / W 20TH AVE,Arbutus Ridge,488501.0309,5455756.9
Theft of Bicycle,2018,7,13,6,17,VINE ST / W 4TH AVE,Kitsilano,488541.8578,5457281.443
Theft of Bicycle,2018,7,23,8,0,VINE ST / W BROADWAY AVE,Kitsilano,488530.7518,5456804.944
Theft of Bicycle,2018,9,25,12,30,W 10TH AVE / WILLOW ST,Fairview,491135.1011,5456629.05
Theft of Bicycle,2018,8,20,13,0,W 1ST AVE / YEW ST,Kitsilano,488721.3265,5457573.974
Theft of Bicycle,2018,8,29,17,30,W 1ST AVE / YEW ST,Kitsilano,488721.3265,5457573.974
Theft of Bicycle,2018,7,4,12,0,W 42ND AVE / WEST BLVD,Kerrisdale,488674.9169,5453434
Theft of Bicycle,2018,6,20,14,0,W 48TH AVE / WEST BLVD,Kerrisdale,488667.9971,5452826.803
Theft of Bicycle,2018,3,7,18,20,W BROADWAY AVE / WILLOW ST,Fairview,491136.8871,5456735.326
